"Product","Quality","Form","Country / Region","Producer Scope","Price level (INCOTERMS)","Quantity / Unit","Currency","Fairtrade minimum price","Fairtrade premium","Date of validity","Specific Product Standard","Product Specific Information"
"Lettuce","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Lettuce","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Lime","Conventional","for processing","worldwide","SPO / HL","FOB"," kg","USD","Commercial price","15% of the commercial price","01/01/2021","Fresh Fruit",""
"Lime","Conventional","","Central America, Mexico, and the Caribbean","SPO / HL","FOB"," kg","USD","0.97","0.12","01/01/2021","Fresh Fruit","packed; "
"Lime","Conventional","","Colombia","SPO / HL","FOB"," kg","USD","0.94","0.12","01/01/2021","Fresh Fruit","packed; "
"Lime","Conventional","","South America (except Colombia)","SPO / HL","FOB"," kg","USD","0.73","0.07","01/01/2021","Fresh Fruit","packed; "
"Lime","Conventional","","Southern Asia","SPO / HL","FOB"," kg","USD","0.55","0.12","01/01/2021","Fresh Fruit","packed; "
"Lime","Conventional","","worldwide (exc. countries/regions with specific prices)","SPO / HL","FOB"," kg","USD","0.97","0.12","01/01/2021","Fresh Fruit","packed; "
"Lime","Conventional","","Central America, Mexico, and the Caribbean","SPO / HL","EXW"," kg","USD","0.67","0.12","01/01/2021","Fresh Fruit","unpacked; "
"Lime","Conventional","","Colombia","SPO / HL","EXW"," kg","USD","0.74","0.12","01/01/2021","Fresh Fruit","unpacked; "
"Lime","Conventional","","South America (except Colombia)","SPO / HL","EXW"," kg","USD","0.55","0.07","01/01/2021","Fresh Fruit","unpacked; "
"Lime","Conventional","","Southern Asia","SPO / HL","EXW"," kg","USD","0.41","0.12","01/01/2021","Fresh Fruit","unpacked; "
"Lime","Organic","for processing","worldwide","SPO / HL","FOB"," kg","USD","Commercial price","15% of the commercial price","01/01/2021","Fresh Fruit",""
"Lime","Organic","","Central America, Mexico, and the Caribbean","SPO / HL","FOB"," kg","USD","1.26","0.12","01/01/2021","Fresh Fruit","packed; "
"Lime","Organic","","Colombia","SPO / HL","FOB"," kg","USD","1.09","0.12","01/01/2021","Fresh Fruit","packed; "
"Lime","Organic","","South America (except Colombia)","SPO / HL","FOB"," kg","USD","0.88","0.07","01/01/2021","Fresh Fruit","packed; "
"Lime","Organic","","Southern Asia","SPO / HL","FOB"," kg","USD","0.69","0.12","01/01/2021","Fresh Fruit","packed; "
"Lime","Organic","","worldwide (exc. countries/regions with specific prices)","SPO / HL","FOB"," kg","USD","1.26","0.12","01/01/2021","Fresh Fruit","packed; "
"Lime","Organic","","Central America, Mexico, and the Caribbean","SPO / HL","EXW"," kg","USD","0.96","0.12","01/01/2021","Fresh Fruit","unpacked; "
"Lime","Organic","","Colombia","SPO / HL","EXW"," kg","USD","0.89","0.12","01/01/2021","Fresh Fruit","unpacked; "
"Lime","Organic","","South America (except Colombia)","SPO / HL","EXW"," kg","USD","0.70","0.07","01/01/2021","Fresh Fruit","unpacked; "
"Lime","Organic","","Southern Asia","SPO / HL","EXW"," kg","USD","0.55","0.12","01/01/2021","Fresh Fruit","unpacked; "
"Lime","Conventional","Not from concentrate juice","Worldwide","SPO / HL","FOB","1 MT","USD","670","80","01/01/2021","Prepared and Preserved Fruit & Vegetables",""
"Lime","Organic","Not from concentrate juice","Worldwide","SPO / HL","FOB","1 MT","USD","760","80","01/01/2021","Prepared and Preserved Fruit & Vegetables",""
"Lychee","Conventional","for processing","Eastern Africa and Madagascar","SPO / HL","EXW","1 kg","EUR","0.39","0.04","19/11/2012","Fresh Fruit","excl. sulphur application cost & packaging"
"Lychee","Conventional","for processing","South-Eastern Asia","SPO / HL","EXW","1 kg","EUR","0.39","0.04","27/01/2014","Fresh Fruit","excl. sulphur application cost & packaging"
"Lychee","Conventional","","Eastern Africa and Madagascar","SPO / HL","EXW","1 kg","EUR","0.39","0.04","01/11/2010","Fresh Fruit","excl. sulphur application cost & packaging"
"Lychee","Conventional","","Southern Africa (exc. Madagascar)","SPO / HL","EXW","1 kg","EUR","1.18","0.12","01/11/2010","Fresh Fruit","excl. sulphur application cost & packaging"
"Lychee","Conventional","","Southern Africa (exc. Madagascar)","SPO / HL","FOB","1 kg","EUR","2.13","0.12","01/11/2010","Fresh Fruit",""
"Lychee","Organic","for processing","Eastern Africa and Madagascar","SPO / HL","EXW","1 kg","EUR","0.41","0.04","19/11/2012","Fresh Fruit","excl. sulphur application cost & packaging"
"Lychee","Organic","for processing","South-Eastern Asia","SPO / HL","EXW","1 kg","EUR","0.41","0.04","27/01/2014","Fresh Fruit","excl. sulphur application cost & packaging"
"Lychee","Organic","","Eastern Africa and Madagascar","SPO / HL","EXW","1 kg","EUR","0.41","0.04","01/11/2010","Fresh Fruit","excl. sulphur application cost & packaging"
"Lychee","Organic","","Southern Africa (exc. Madagascar)","SPO / HL","EXW","1 kg","EUR","1.25","0.12","01/11/2010","Fresh Fruit","excl. sulphur application cost & packaging"
"Lychee","Organic","","Southern Africa (exc. Madagascar)","SPO / HL","FOB","1 kg","EUR","2.19","0.12","01/11/2010","Fresh Fruit",""
"Lychee","Conventional","pulp","Eastern Africa and Madagascar","SPO / HL","FOB","1 kg","USD","Commercial price","6% of the commercial price","19/09/2011","Prepared and Preserved Fruit & Vegetables",""
"Macadamia Nut","Conventional","kernel","Worldwide","SPO","FOB","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Nuts",""
"Macadamia Nut","Organic","kernel","Worldwide","SPO","FOB","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Nuts",""
"Mace","Conventional","","Worldwide","SPO","","1 kg","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Mace","Organic","","India","SPO","EXW","1 kg","EUR","5.38","0.15","21/03/2005","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Mace","Organic","","Sri Lanka","SPO","EXW","1 kg","EUR","5.38","0.15","21/03/2005","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Mace","Organic","","worldwide (exc. India and Sri Lanka)","SPO","","1 kg","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Mahua seed","Conventional","","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","16/07/2019","Oilseeds and Oleaginous fruit",""
"Mahua seed","Organic","","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","16/07/2019","Oilseeds and Oleaginous fruit",""
"Mallow Leave of jute","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","02/03/2015","Vegetables",""
"Mallow Leave of jute","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","02/03/2015","Vegetables",""
"Mandarin","Conventional","Concentrate juice","Worldwide","SPO / HL","FOB","1 MT","USD","1955","160","04/12/2008","Prepared and Preserved Fruit & Vegetables",""
"Mandarin","Conventional","Not from concentrate juice","Worldwide","SPO / HL","FOB","1 MT","USD","690","70","04/12/2008","Prepared and Preserved Fruit & Vegetables",""
"Mandarin","Organic","Concentrate juice","Worldwide","SPO / HL","FOB","1 MT","USD","2875","190","04/12/2008","Prepared and Preserved Fruit & Vegetables",""
"Mandarin","Organic","Not from concentrate juice","Worldwide","SPO / HL","FOB","1 MT","USD","1035","100","04/12/2008","Prepared and Preserved Fruit & Vegetables",""
"Mango","Conventional","for processing","Central America, Mexico, and the Caribbean","SPO / HL","EXW","1 kg","USD","0.22","0.03","01/01/2020","Fresh Fruit","The FMP and new FP for mango for processing applies to dried mango sold under Fairtrade terms by applying the specific producers’ conversion ratios and adding the specific costs of processing.For SPOs, mango for processing includes anytype of processing. For HL organizations, mango for processing does not include mango for drying nor dried mango (except for Ghana and South Africa).
Conversion ratio refers to the ratio of dried mango to mango for processin"
"Mango","Conventional","for processing","South America","SPO / HL","EXW","1 kg","USD","0.22","0.03","01/01/2020","Fresh Fruit","The FMP and new FP for mango for processing applies to dried mango sold under Fairtrade terms by applying the specific producers’ conversion ratios and adding the specific costs of processing.For SPOs, mango for processing includes anytype of processing. For HL organizations, mango for processing does not include mango for drying nor dried mango (except for Ghana and South Africa).
Conversion ratio refers to the ratio of dried mango to mango for processin"
"Mango","Conventional","for processing","South-Eastern Asia","SPO / HL","EXW","1 kg","USD","0.4","0.05","01/01/2020","Fresh Fruit","The FMP and new FP for mango for processing applies to dried mango sold under Fairtrade terms by applying the specific producers’ conversion ratios and adding the specific costs of processing.For SPOs, mango for processing includes anytype of processing. For HL organizations, mango for processing does not include mango for drying nor dried mango (except for Ghana and South Africa).
Conversion ratio refers to the ratio of dried mango to mango for processin"
"Mango","Conventional","for processing","Southern Asia","SPO / HL","EXW","1 kg","USD","0.07","0.025","01/01/2020","Fresh Fruit","The FMP and new FP for mango for processing applies to dried mango sold under Fairtrade terms by applying the specific producers’ conversion ratios and adding the specific costs of processing.For SPOs, mango for processing includes anytype of processing. For HL organizations, mango for processing does not include mango for drying nor dried mango (except for Ghana and South Africa).
Conversion ratio refers to the ratio of dried mango to mango for processin"
"Mango","Conventional","for processing","Western Africa","SPO / HL","EXW","1 kg","EUR","0.14","0.03","01/01/2020","Fresh Fruit","The FMP and new FP for mango for processing applies to dried mango sold under Fairtrade terms by applying the specific producers’ conversion ratios and adding the specific costs of processing.For SPOs, mango for processing includes anytype of processing. For HL organizations, mango for processing does not include mango for drying nor dried mango (except for Ghana and South Africa).
Conversion ratio refers to the ratio of dried mango to mango for processin"
"Mango","Conventional","for processing","worldwide (exc. countries/regions with specific prices)","SPO / HL","EXW","1 kg","USD","0.2","0.03","01/01/2020","Fresh Fruit","The FMP and new FP for mango for processing applies to dried mango sold under Fairtrade terms by applying the specific producers’ conversion ratios and adding the specific costs of processing.For SPOs, mango for processing includes anytype of processing. For HL organizations, mango for processing does not include mango for drying nor dried mango (except for Ghana and South Africa).
Conversion ratio refers to the ratio of dried mango to mango for processin"
"Mango","Conventional","for processing; Alphonso","Southern Asia","SPO / HL","EXW","1 kg","USD","0.28","0.055","01/01/2020","Fresh Fruit","Alphonso; The FMP and new FP for mango for processing applies to dried mango sold under Fairtrade terms by applying the specific producers’ conversion ratios and adding the specific costs of processing.For SPOs, mango for processing includes anytype of processing. For HL organizations, mango for processing does not include mango for drying nor dried mango (except for Ghana and South Africa).
Conversion ratio refers to the ratio of dried mango to mango for processin"
"Mango","Conventional","for processing; Kesar","Southern Asia","SPO / HL","EXW","1 kg","USD","0.28","0.045","01/01/2020","Fresh Fruit","Kesar; The FMP and new FP for mango for processing applies to dried mango sold under Fairtrade terms by applying the specific producers’ conversion ratios and adding the specific costs of processing.For SPOs, mango for processing includes anytype of processing. For HL organizations, mango for processing does not include mango for drying nor dried mango (except for Ghana and South Africa).
Conversion ratio refers to the ratio of dried mango to mango for processin"
"Mango","Conventional","fresh","Central America, Mexico, and the Caribbean","SPO / HL","EXW","1 kg","USD","0.62","0.09","01/01/2020","Fresh Fruit",""
"Mango","Conventional","fresh","Central America, Mexico, and the Caribbean","SPO / HL","FOB","1 kg","USD","0.85","0.14","01/01/2020","Fresh Fruit",""
"Mango","Conventional","fresh","South America","SPO / HL","EXW","1 kg","USD","0.62","0.09","01/01/2020","Fresh Fruit",""
"Mango","Conventional","fresh","South America","SPO / HL","FOB","1 kg","USD","0.8","0.14","01/01/2020","Fresh Fruit",""
"Mango","Conventional","fresh","South-Eastern Asia","SPO / HL","EXW","1 kg","USD","0.51","0.07","01/01/2020","Fresh Fruit",""
"Mango","Conventional","fresh","Southern Asia","SPO / HL","EXW","1 kg","USD","0.51","0.07","01/01/2020","Fresh Fruit",""
"Mango","Conventional","fresh","Western Africa","SPO / HL","EXW","1 kg","EUR","0.17","0.08","01/01/2020","Fresh Fruit",""
"Mango","Conventional","fresh","Western Africa","SPO / HL","FOB","1 kg","EUR","0.56","0.08","01/01/2020","Fresh Fruit",""
"Mango","Conventional","fresh","worldwide (exc. countries/regions with specific prices)","SPO / HL","EXW","1 kg","USD","0.62","0.09","01/01/2020","Fresh Fruit",""
"Mango","Conventional","fresh; Nam Dok Mai","South-Eastern Asia","SPO / HL","EXW","1 kg","USD","1.18","0.14","01/01/2020","Fresh Fruit","Nam Dok Mai; "
"Mango","Organic","for processing","Central America, Mexico, and the Caribbean","SPO / HL","EXW","1 kg","USD","0.22","0.03","01/01/2020","Fresh Fruit","The FMP and new FP for mango for processing applies to dried mango sold under Fairtrade terms by applying the specific producers’ conversion ratios and adding the specific costs of processing.For SPOs, mango for processing includes anytype of processing. For HL organizations, mango for processing does not include mango for drying nor dried mango (except for Ghana and South Africa).
Conversion ratio refers to the ratio of dried mango to mango for processin"
"Mango","Organic","for processing","South America","SPO / HL","EXW","1 kg","USD","0.22","0.03","01/01/2020","Fresh Fruit","The FMP and new FP for mango for processing applies to dried mango sold under Fairtrade terms by applying the specific producers’ conversion ratios and adding the specific costs of processing.For SPOs, mango for processing includes anytype of processing. For HL organizations, mango for processing does not include mango for drying nor dried mango (except for Ghana and South Africa).
Conversion ratio refers to the ratio of dried mango to mango for processin"
"Mango","Organic","for processing","South-Eastern Asia","SPO / HL","EXW","1 kg","USD","0.44","0.05","01/01/2020","Fresh Fruit","The FMP and new FP for mango for processing applies to dried mango sold under Fairtrade terms by applying the specific producers’ conversion ratios and adding the specific costs of processing.For SPOs, mango for processing includes anytype of processing. For HL organizations, mango for processing does not include mango for drying nor dried mango (except for Ghana and South Africa).
Conversion ratio refers to the ratio of dried mango to mango for processin"
"Mango","Organic","for processing","Southern Asia","SPO / HL","EXW","1 kg","USD","0.09","0.025","01/01/2020","Fresh Fruit","The FMP and new FP for mango for processing applies to dried mango sold under Fairtrade terms by applying the specific producers’ conversion ratios and adding the specific costs of processing.For SPOs, mango for processing includes anytype of processing. For HL organizations, mango for processing does not include mango for drying nor dried mango (except for Ghana and South Africa).
Conversion ratio refers to the ratio of dried mango to mango for processin"
"Mango","Organic","for processing","Western Africa","SPO / HL","EXW","1 kg","EUR","0.16","0.03","01/01/2020","Fresh Fruit","The FMP and new FP for mango for processing applies to dried mango sold under Fairtrade terms by applying the specific producers’ conversion ratios and adding the specific costs of processing.For SPOs, mango for processing includes anytype of processing. For HL organizations, mango for processing does not include mango for drying nor dried mango (except for Ghana and South Africa).
Conversion ratio refers to the ratio of dried mango to mango for processin"
"Mango","Organic","for processing","worldwide (exc. countries/regions with specific prices)","SPO / HL","EXW","1 kg","USD","0.22","0.03","01/01/2020","Fresh Fruit","The FMP and new FP for mango for processing applies to dried mango sold under Fairtrade terms by applying the specific producers’ conversion ratios and adding the specific costs of processing.For SPOs, mango for processing includes anytype of processing. For HL organizations, mango for processing does not include mango for drying nor dried mango (except for Ghana and South Africa).
Conversion ratio refers to the ratio of dried mango to mango for processin"
"Mango","Organic","for processing; Alphonso","Southern Asia","SPO / HL","EXW","1 kg","USD","0.336","0.055","01/01/2020","Fresh Fruit","Alphonso; The FMP and new FP for mango for processing applies to dried mango sold under Fairtrade terms by applying the specific producers’ conversion ratios and adding the specific costs of processing.For SPOs, mango for processing includes anytype of processing. For HL organizations, mango for processing does not include mango for drying nor dried mango (except for Ghana and South Africa).
Conversion ratio refers to the ratio of dried mango to mango for processin"
"Mango","Organic","for processing; Kesar","Southern Asia","SPO / HL","EXW","1 kg","USD","0.336","0.045","01/01/2020","Fresh Fruit","Kesar; The FMP and new FP for mango for processing applies to dried mango sold under Fairtrade terms by applying the specific producers’ conversion ratios and adding the specific costs of processing.For SPOs, mango for processing includes anytype of processing. For HL organizations, mango for processing does not include mango for drying nor dried mango (except for Ghana and South Africa).
Conversion ratio refers to the ratio of dried mango to mango for processin"
"Mango","Organic","fresh","Central America, Mexico, and the Caribbean","SPO / HL","EXW","1 kg","USD","0.72","0.09","01/01/2020","Fresh Fruit",""
"Mango","Organic","fresh","Central America, Mexico, and the Caribbean","SPO / HL","FOB","1 kg","USD","0.95","0.14","01/01/2020","Fresh Fruit",""
"Mango","Organic","fresh","South America","SPO / HL","EXW","1 kg","USD","0.72","0.09","01/01/2020","Fresh Fruit",""
"Mango","Organic","fresh","South America","SPO / HL","FOB","1 kg","USD","0.9","0.14","01/01/2020","Fresh Fruit",""
"Mango","Organic","fresh","South-Eastern Asia","SPO / HL","EXW","1 kg","USD","0.56","0.07","01/01/2020","Fresh Fruit",""
"Mango","Organic","fresh","Southern Asia","SPO / HL","EXW","1 kg","USD","0.56","0.07","01/01/2020","Fresh Fruit",""
"Mango","Organic","fresh","Western Africa","SPO / HL","EXW","1 kg","EUR","0.19","0.08","01/01/2020","Fresh Fruit",""
"Mango","Organic","fresh","Western Africa","SPO / HL","FOB","1 kg","EUR","0.66","0.08","01/01/2020","Fresh Fruit",""
"Mango","Organic","fresh","worldwide (exc. countries/regions with specific prices)","SPO / HL","EXW","1 kg","USD","0.72","0.09","01/01/2020","Fresh Fruit",""
"Mango","Organic","fresh; Nam Dok Mai","South-Eastern Asia","SPO / HL","EXW","1 kg","USD","1.3","0.14","01/01/2020","Fresh Fruit","Nam Dok Mai; "
"Mango","Conventional","pulp","Southern Asia","SPO / HL","FOB","1 kg","USD","0.6","0.06","01/01/2020","Prepared and Preserved Fruit & Vegetables",""
"Mango","Conventional","pulp","worldwide (exc. countries/regions with specific prices)","SPO / HL","FOB","1 kg","USD","0.7","0.06","01/01/2020","Prepared and Preserved Fruit & Vegetables",""
"Mango","Conventional","pulp; Alphonso","Southern Asia","SPO / HL","FOB","1 kg","USD","0.965","0.12","01/01/2020","Prepared and Preserved Fruit & Vegetables","Alphonso; "
"Mango","Conventional","pulp; Kesar","Southern Asia","SPO / HL","FOB","1 kg","USD","0.76","0.095","01/01/2020","Prepared and Preserved Fruit & Vegetables","Kesar; "
"Mango","Organic","pulp","Southern Asia","SPO / HL","FOB","1 kg","USD","0.65","0.06","01/01/2020","Prepared and Preserved Fruit & Vegetables",""
"Mango","Organic","pulp","worldwide (exc. countries/regions with specific prices)","SPO / HL","FOB","1 kg","USD","0.75","0.06","01/01/2020","Prepared and Preserved Fruit & Vegetables",""
"Mango","Organic","pulp; Alphonso","Southern Asia","SPO / HL","FOB","1 kg","USD","1.215","0.12","01/01/2020","Prepared and Preserved Fruit & Vegetables","Alphonso; "
"Mango","Organic","pulp; Kesar","Southern Asia","SPO / HL","FOB","1 kg","USD","0.955","0.095","01/01/2020","Prepared and Preserved Fruit & Vegetables","Kesar; "
"Mango Seed Kernel","Conventional","","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","17/12/2020","Oilseeds and Oleaginous fruit",""
"Mango Seed Kernel","Organic","","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","17/12/2020","Oilseeds and Oleaginous fruit",""
"Mangosteen","Conventional","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the Commercial price","13/04/2018","Fresh fruit",""
"Mangosteen","Organic","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the Commercial price","13/04/2018","Fresh fruit",""
"Marula","Conventional","for processing","Africa","SPO","EXW","1 kg","USD","Commercial price","0.025","15/07/2010","Fresh Fruit",""
"Marula","Organic","for processing","Africa","SPO","EXW","1 kg","USD","Commercial price","0.025","15/07/2010","Fresh Fruit",""
"Melon","Conventional","for processing","Worldwide","SPO / HL","EXW","1 kg","","Commercial price","15% of the commercial price","04/03/2013","Fresh Fruit",""
"Melon","Conventional","","Worldwide","SPO / HL","EXW","1 kg","USD","Commercial price","0.1","19/09/2011","Fresh Fruit",""
"Melon","Conventional","","Worldwide","SPO / HL","FOB","1 kg","USD","Commercial price","0.1","19/09/2011","Fresh Fruit",""
"Melon","Organic","for processing","Worldwide","SPO / HL","EXW","1 kg","","Commercial price","15% of the commercial price","04/03/2013","Fresh Fruit",""
"Melon","Organic","","Worldwide","SPO / HL","EXW","1 kg","USD","Commercial price","0.1","19/09/2011","Fresh Fruit",""
"Melon","Organic","","Worldwide","SPO / HL","FOB","1 kg","USD","Commercial price","0.1","19/09/2011","Fresh Fruit",""
"Millet","Conventional","dried grain","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","29/01/2018","Cereals","group of small-seeded grasses; "
"Millet","Organic","dried grain","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","29/01/2018","Cereals","group of small-seeded grasses; "
"Mini Watermelon","Conventional","","Worldwide","SPO / HL","EXW/FOB","1 kg","USD","Commercial price","0.04","31/03/2011","Fresh Fruit","not exceeding 3.2 kg in weight; "
"Mini Watermelon","Organic","","Worldwide","SPO / HL","EXW/FOB","1 kg","USD","Commercial price","0.04","31/03/2011","Fresh Fruit","not exceeding 3.2 kg in weight; "
"Mint","Conventional","","Worldwide","HL","","1 kg","EUR","Commercial price","0.5","before 2004","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard. This price is valid for the forms of peppermint (Mentha x piperita) and spearmint (Mentha spicata)."
"Mint","Conventional","","Worldwide","SPO","","1 kg","EUR","Commercial price","0.5","before 2004","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard. This price is valid for the forms of peppermint (Mentha x piperita) and spearmint (Mentha spicata)."
"Mint","Organic","","Worldwide","HL","","1 kg","EUR","Commercial price","0.5","before 2004","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard. This price is valid for the forms of peppermint (Mentha x piperita) and spearmint (Mentha spicata)."
"Mint","Organic","","Worldwide","SPO","","1 kg","EUR","Commercial price","0.5","before 2004","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard. This price is valid for the forms of peppermint (Mentha x piperita) and spearmint (Mentha spicata)."
"Nectarine","Conventional","","Worldwide","SPO / HL","EXW","1 kg","USD","Commercial price","15% of the Commercial price","14/10/2022","Fresh Fruit",""
"Nectarine","Organic","","Worldwide","SPO / HL","EXW","1 kg","USD","Commercial price","15% of the Commercial price","14/10/2022","Fresh Fruit",""
"Nutmeg","Conventional","","Worldwide","SPO","","1 kg","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Nutmeg","Organic","","India","SPO","EXW","1 kg","EUR","1.74","0.24","04/05/2006","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Nutmeg","Organic","","Sri Lanka","SPO","EXW","1 kg","EUR","1.74","0.24","04/05/2006","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Nutmeg","Organic","","worldwide (exc. India and Sri Lanka)","SPO","","1 kg","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Olive","Conventional","","Worldwide","SPO / HL","EXW","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Oilseeds and Oleaginous fruit",""
"Olive","Organic","","Worldwide","SPO / HL","EXW","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Oilseeds and Oleaginous fruit",""
"Olive Oil","Conventional","extra virgin","Northern Africa","SPO","EXW","1 kg","EUR","market price","0.4","27/05/2014","Oilseeds and Oleaginous fruit",""
"Olive Oil","Conventional","extra virgin","South America","SPO","EXW","1 kg","EUR","market price","15% of the market price","04/06/2014","Oilseeds and Oleaginous fruit",""
"Olive Oil","Conventional","extra virgin","Western Asia and Middle East","SPO","EXW","1 kg","EUR","3.3","0.4","04/11/2008","Oilseeds and Oleaginous fruit",""
"Olive Oil","Conventional","virgin","Northern Africa","SPO","EXW","1 kg","EUR","market price","0.4","27/05/2014","Oilseeds and Oleaginous fruit",""
"Olive Oil","Conventional","virgin","South America","SPO","EXW","1 kg","EUR","market price","15% of the market price","04/06/2014","Oilseeds and Oleaginous fruit",""
"Olive Oil","Conventional","virgin","Western Asia and Middle East","SPO","EXW","1 kg","EUR","2.9","0.4","04/11/2008","Oilseeds and Oleaginous fruit",""
"Olive Oil","Organic","extra virgin","Northern Africa","SPO","EXW","1 kg","EUR","market price","0.5","27/05/2014","Oilseeds and Oleaginous fruit",""
"Olive Oil","Organic","extra virgin","South America","SPO","EXW","1 kg","EUR","market price","15% of the market price","04/06/2014","Oilseeds and Oleaginous fruit",""
"Olive Oil","Organic","extra virgin","Western Asia and Middle East","SPO","EXW","1 kg","EUR","3.8","0.5","04/11/2008","Oilseeds and Oleaginous fruit",""
"Olive Oil","Organic","virgin","Northern Africa","SPO","EXW","1 kg","EUR","market price","0.5","27/05/2014","Oilseeds and Oleaginous fruit",""
"Olive Oil","Organic","virgin","South America","SPO","EXW","1 kg","EUR","market price","15% of the market price","04/06/2014","Oilseeds and Oleaginous fruit",""
"Olive Oil","Organic","virgin","Western Asia and Middle East","SPO","EXW","1 kg","EUR","3.3","0.5","04/11/2008","Oilseeds and Oleaginous fruit",""
"Onion","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Onion","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Onion","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Onion","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Orange","Conventional","for FCOJ","Worldwide","SPO / HL","EXW","1 MT (juice equivalent)","USD","68% of FOB FCOJ FMP or market price","250","07/01/2019","Fresh Fruit","Producers working with processor/exporter using 6 extractors or less"
"Orange","Conventional","for FCOJ","Worldwide","SPO / HL","EXW","1 MT (juice equivalent)","USD","72% of FOB FCOJ FMP or market price","250","07/01/2019","Fresh Fruit","Producers working with all other processor/exporter set-ups"
"Orange","Conventional","for FCOJ","Worldwide","SPO / HL","EXW","1 MT (juice equivalent)","USD","77% of FOB FCOJ FMP or market price","250","07/01/2019","Fresh Fruit","Producers working with processor/exporter using bulk export techniques"
"Orange","Conventional","for juice","Worldwide","SPO / HL","EXW","40.8 Kg","USD","5","0.5","07/01/2019","Fresh Fruit","for processing in consumer countries"
"Orange","Conventional","for NFC","Worldwide","SPO / HL","EXW","1 MT (juice equivalent)","USD","50% of FOB NFC FMP or market price","60","07/01/2019","Fresh Fruit",""
"Orange","Conventional","","Argentina","SPO / HL","EXW","1 kg","USD","0.12","0.02","21/03/2005","Fresh Fruit","Navel; pre-packed"
"Orange","Conventional","","South Africa","SPO / HL","FOB","1 kg","ZAR","3.19","0.47","21/03/2005","Fresh Fruit","Navel; "
"Orange","Conventional","","Argentina","SPO / HL","EXW","1 kg","USD","0.12","0.02","21/03/2005","Fresh Fruit","Valencia; pre-packed"
"Orange","Conventional","","South Africa","SPO / HL","FOB","1 kg","ZAR","3.05","0.45","21/03/2005","Fresh Fruit","Valencia; "
"Orange","Conventional","","Egypt","SPO / HL","FOB","1 kg","USD","0.39","0.03","19/12/2005","Fresh Fruit",""
"Orange","Conventional","","Morocco","SPO / HL","FOB","1 kg","EUR","0.33","0.03","09/11/2005","Fresh Fruit",""
"Orange","Organic","for FCOJ","Worldwide","SPO / HL","EXW","1 MT (juice equivalent)","USD","75% of FOB FCOJ FMP or market price","350","07/01/2019","Fresh Fruit","Producers working with processor/exporter using 6 extractors or less"
"Orange","Organic","for FCOJ","Worldwide","SPO / HL","EXW","1 MT (juice equivalent)","USD","78% of FOB FCOJ FMP or market price","350","07/01/2019","Fresh Fruit","Producers working with all other processor/exporter set-ups"
"Orange","Organic","for FCOJ","Worldwide","SPO / HL","EXW","1 MT (juice equivalent)","USD","81% of FOB FCOJ FMP or market price","350","07/01/2019","Fresh Fruit","Producers working with processor/exporter using bulk export techniques"
